"TRCBHAH128C7196987","Happiness Is a Warm Gun","U2","rock"
"TRCBOLE128F92F76F2","She Belongs To Me","Bob Dylan","rock;indie;pop"
"TRCBRIA128F9339877","Hound Dog","Elvis Presley","rock;pop"
"TRCBYWK128F932FD4F","Indian Girl","The Rolling Stones","rock;pop"
"TRCBSSO128E0788E4B","Cold","The Cure","alternative;rock;pop;indie"
"TRCBDGX128F92C2EFD","Blood On The Dance Floor","Michael Jackson","pop;rock"
"TRCBWBP128F9322B1E","Jumpin' Jack Flash","The Rolling Stones","rock;pop"
"TRCBZEP128E078FF3C","Up Again","Michael Jackson","pop"
"TRCBZEO128F427E24F","Who's Gonna Ride Your Wild Horses","U2","rock;alternative;pop"
"TRCBQDJ128F42BA45C","Coming Down Again","The Rolling Stones","rock;alternative;pop"
"TRCNODN128F4265732","Rubina's Blue Sky Happiness","Joe Satriani","rock;metal"
"TRCNOXN128F427A1C3","Crybaby","Mariah Carey","female vocalists;pop"
"TRCNYRL12903CC176E","Red House","Jimi Hendrix","rock;pop;alternative;indie"
"TRCNBTP128F145FE6A","What Goes On","The Velvet Underground","rock;alternative;indie"
"TRCNGMN128F428A1BF","King Of Pain","The Police","rock;pop;alternative;indie"
"TRCSXLY128F92EB4F4","Got To Be There","Michael Jackson","pop;rock"
"TRCSNUE128E078ECD8","Intro","Aerosmith","rock;alternative"
"TRCSLZJ128F4260352","Michael","Franz Ferdinand","indie;rock;alternative;pop;female vocalists"
"TRCFCVQ128F42AA784","The Deepest Blues Are Black","Foo Fighters","rock;alternative;metal"
"TRCFOSH128E07938D5","A Warm Place","Nine Inch Nails","electronic;rock;alternative;metal;indie"
"TRCFDQL128F930CDDC","History","Michael Jackson","pop;rock"
"TRCFETX128F42B5709","Venus In Furs","The Velvet Underground","rock;alternative;indie"
"TRCFTIM128F932149C","Whenever You Call","Mariah Carey","pop;female vocalists;rock"
"TRCDKEY128F4283BAF","I Can't Help It","Michael Jackson","pop"
"TRCEJQE128F42BA52F","Beast Of Burden","The Rolling Stones","rock;pop"
"TRCEBUW128F9311507","Tell Her Tonight","Franz Ferdinand","indie;rock;alternative;pop"
"TRCELYV128F92E1D43","Ain't It The Life","Foo Fighters","rock;alternative;pop;indie;metal"
"TRCETIM12903CF7CAC","Such A Night","Elvis Presley","rock"
"TRCEKBO128F42B646B","Discotheque","U2","rock;pop;alternative;electronic;indie"
"TRCLJYH128F426F369","Changing Of The Guards","Bob Dylan","rock;alternative"
"TRCLHJK128F93049BA","Theme From Spider Man","Aerosmith","rock"
"TRCLXUH12903CC17DB","Angel","Jimi Hendrix","rock;pop"
"TRCLNYU128F426C220","Helter Skelter","Aerosmith","rock"
"TRCLWYZ128F930CA45","Superfly Sister","Michael Jackson","pop;rock;alternative"
"TRCLZFC128E07928AC","Escape","Enrique Iglesias","pop;rock"
"TRCLQFK128F146B83F","Coming Up","The Cure","alternative;rock"
"TRCLVLC128F4252D94","Paranoid Android","Radiohead","alternative;rock;indie;electronic;pop"
"TRCPHJB12903CADA37","Rockin' Robin","Michael Jackson","pop;rock"
"TRCPYUZ128F428039C","Cash","Patti Smith","female vocalists;rock"
"TRCPNJP12903CCFAA9","Jailhouse Rock","Elvis Presley","rock;pop"
"TRCPNEW128E0791C26","Head Like A Hole","Nine Inch Nails","rock;alternative;electronic;metal"
"TRCPDTT128F42B5741","Pale Blue Eyes","The Velvet Underground","rock;alternative;indie;pop"
"TRCPWDN128F427BD33","Jackson Cage","Bruce Springsteen","rock"
"TRCPZXZ128F92D1DA4","On The Road Again","Bob Dylan","rock"
"TRCWYUZ12903CC0E43","Out of The Sunrise","Joe Satriani","rock"
"TRCWNZW128F427D0E0","Jumping Jack Flash","The Rolling Stones","rock;pop"
"TRCWSIH128F426A4FD","I Shall Be Released","Bob Dylan","rock"
"TRCWPUL128E0791C25","Sin","Nine Inch Nails","electronic;rock;alternative;metal"
"TRCWPYB128F4266BB8","Main Title Theme (Billy)","Bob Dylan","rock"
"TRCWWPH128F92EAA4B","Feeling Kind Of Anxious","Franz Ferdinand","indie;electronic;alternative;rock"
"TRCZJPD128F931128B","Lucid Dreams","Franz Ferdinand","indie;rock;alternative;electronic"
"TRCZOZU128F92EC1E6","Breathe","U2","rock;alternative;pop"
"TRCZBNM128E078F4F3","Message To The Universe (Message To Love)","Jimi Hendrix","rock"
"TRCZFLH128F92C492C","Elegie","Patti Smith","female vocalists;rock;alternative;indie;metal"
"TRCZETW128F93098F4","My Prerogative","Britney Spears","pop;female vocalists;rock;electronic"
"TRCZLLQ128E0792778","Something I Can Never Have","Nine Inch Nails","rock;alternative;electronic;metal"
"TRCZLDK128F4265759","Luminous Flesh Giants","Joe Satriani","rock"
"TRCZTPL128F14920CD","Walking On The Moon","The Police","rock;pop;alternative;indie"
"TRCZQEU128F4295D23","Next Year","Foo Fighters","rock;alternative;pop"
"TRCGHSK128F42AE74E","Super Colossal","Joe Satriani","rock"
"TRCGXQR128F42BA467","Can You Hear The Music","The Rolling Stones","rock"
"TRCGBUM128F42670AB","You Can Look (But You Better Not Touch)","Bruce Springsteen","rock"
"TRCGFSR128F42744C4","Breakdown (Featuring Krayzie Bone & Wish Bone)","Mariah Carey","pop"
"TRCGTNL128F427BD27","Tenth Avenue Freeze-Out","Bruce Springsteen","rock;metal"
"TRCGTKX128F9334C02","Candy Says","The Velvet Underground","rock;alternative;indie;pop;female vocalists"
"TRCTHUB128F9316050","The Fallen (Radio Edit)","Franz Ferdinand","rock;indie"
"TRCTYKL128E0791B10","I'll Be Your Mirror","The Velvet Underground","rock;alternative;female vocalists;indie;pop"
"TRCTYNZ128F426A9CB","The Fever","Bruce Springsteen","rock"
"TRCTULA128F9309025","Not In Love","Enrique Iglesias","pop;electronic"
"TRCKDYE128F9321649","The Black Angel's Death Song","The Velvet Underground","rock;alternative;pop;indie"
"TRCKESZ128E07912CF","Miss Gradenko","The Police","rock;pop;alternative"
"TRCKEUG128F92F2C69","Used Cars","Bruce Springsteen","rock"
"TRCKKBI128F148C089","Everybody's Somebody's Fool","Michael Jackson","pop"
"TRCQHEW128F426033C","Words So Leisured","Franz Ferdinand","indie;rock;alternative"
"TRCQMQH128F147EE3D","Train Round The Bend (LP Version)","The Velvet Underground","rock"
"TRCQNRB128E078D2BC","New Age (Live @ Max's Kansas City in NYC Summer 1970)","The Velvet Underground","rock"
"TRCQFKQ128F93369F7","3","Britney Spears","pop;female vocalists;electronic"
"TRCQEDW128E078F467","Electric Church Red House","Jimi Hendrix","rock"
"TRCQPQG12903CCF19E","Long Tall Sally","Elvis Presley","rock;pop"
"TRCQUGC128F9337504","Para Qué La Vida","Enrique Iglesias","pop"
"TRCUIMB128F146BA61","White Light/White Heat","The Velvet Underground","rock;alternative"
"TRCUYBK128F933ADC3","Sweetest Thing","U2","rock;pop;alternative"
"TRCUPCW12903D071C4","One Night","Elvis Presley","rock;pop"
"TRCUZFH128F4278239","Make It Happen","Mariah Carey","pop;female vocalists;rock"
"TRCVIIL128F92C4930","Poppies","Patti Smith","rock;female vocalists"
"TRCVIVM128F42B5732","Hey Mr. Rain","The Velvet Underground","rock;pop;metal;indie"
"TRCVMOP128F4264843","Alone In Love","Mariah Carey","pop;female vocalists"
"TRCVFYK128F9323F90","Black Angel's Death Song","The Velvet Underground","rock;alternative"
"TRCVEBB128F4226199","Fire","Jimi Hendrix","rock;metal"
"TRCVLJD128F9311C67","Ring My Bells","Enrique Iglesias","pop;electronic"
"TRCVKVH12903CB7452","The Impossible","Mariah Carey","pop;female vocalists"
"TRJCHCD12903CF7BB5","Downbound Train","Bruce Springsteen","rock;pop"
"TRJCXTP128F4265787","Trundrumbalind","Joe Satriani","rock"
"TRJCBWN128E079359A","Primary","The Cure","alternative;rock;pop;indie"
"TRJCBRL128F9311279","Send Him Away","Franz Ferdinand","indie;rock;alternative;pop"
"TRJCPPD128F426A9C1","I Wanna Be With You","Bruce Springsteen","rock"
"TRJCKUN12903C9FFA9","Full Circle","Aerosmith","rock;alternative"
"TRJCVFN128E078DF63","Just Like You Imagined","Nine Inch Nails","rock;alternative;electronic;metal"
"TRJIJGD128F145E29A","Physical (You're So)","Nine Inch Nails","rock;electronic;alternative;metal;indie"
"TRJIHKN128F145A8B5","Heroin","The Velvet Underground","rock;alternative;indie"
"TRJIBWX128F4287F34","Heart Of Stone","The Rolling Stones","rock;pop"
"TRJILGW128C7196992","Two Shots Of Happy, One Shot Of Sad","U2","rock;pop"
"TRJHHHD128F428BC90","Dímelo","Enrique Iglesias","pop"
"TRJHRMQ128F428A52B","The Next Step Is Love","Elvis Presley","rock;pop"
"TRJHNBU128F4233E1E","Sinking","The Cure","alternative;rock;indie;pop"
"TRJXIEL128F1465555","Don't Stop (Funkin' 4 Jamaica)","Mariah Carey","female vocalists;pop"
"TRJXIXT128E0792758","Terrible Lie","Nine Inch Nails","rock;alternative;electronic;metal"
"TRJXRDQ128F92C2F00","Unbreakable","Michael Jackson","pop;rock"
"TRJXFXI128F9310DA3","The Trickster","Radiohead","alternative;rock;indie;pop"
"TRJXDKB128F93280DE","Loose Ends","Bruce Springsteen","rock"
"TRJXLTW128F933C119","Tea In The Sahara","The Police","rock;pop;alternative"
"TRJXGQG128F42B5730","Temptation Inside Your Heart","The Velvet Underground","rock;alternative;indie"
"TRJOMJT128E078D2BD","Beginning To See The Light  (Live @ Max's Kansas City in NYC Summer 1970)","The Velvet Underground","rock;alternative;indie"
"TRJONRU128F92E8F25","If U Seek Amy","Britney Spears","pop;female vocalists;electronic"
"TRJOPQV128F42B62C6","Desire","U2","rock;pop;alternative"
"TRJMJXH128F9310F8F","Connection","The Rolling Stones","rock;pop"
"TRJMIUI128E078129C","Packt Like Sardines in a Crushd Tin Box","Radiohead","alternative;electronic;rock;indie"
"TRJMAGW128F931735F","No You Girls","Franz Ferdinand","indie;alternative;rock;pop;electronic"
"TRJMNLO128F933F729","Mas Es Amar (Sad Eyes)","Enrique Iglesias","pop"
"TRJMDUE128E07924C9","Ritmo Total (Rhythm Divine)","Enrique Iglesias","pop"
"TRJMTKZ128F428CCC7","1959","Patti Smith","rock;female vocalists;alternative"
"TRJMURJ128F9310F41","Love In Vain","The Rolling Stones","rock"
"TRJRBYE128F4252EA9","Motion Picture Soundtrack","Radiohead","alternative;electronic;rock;indie"
"TRJYYDE128F4295D01","Burn Away","Foo Fighters","rock;alternative;pop;indie;metal"
"TRJAMPA128F92D307F","Blood Brothers","Bruce Springsteen","rock"
"TRJABDS128F42698B3","Push Comes to Shove","Aerosmith","rock"
"TRJBYPZ128F42832C5","Movin' Out","Aerosmith","rock"
"TRJBSYG128F4291E11","Lucky","Britney Spears","pop;female vocalists"
"TRJNARS128E07847AE","You Are There","Michael Jackson","pop"
"TRJNWXA128F1492391","Can't Stand Losing You","The Police","rock;pop;alternative"
"TRJSJRX128F4263666","Changing Of The Guards","Bob Dylan","rock;alternative"
"TRJSIIB128F427826E","Someday","Mariah Carey","pop;female vocalists;rock"
"TRJSHAV128F92CBEED","On The Line","Michael Jackson","pop"
"TRJSOQD128F92D3072","The River","Bruce Springsteen","rock;pop"
"TRJSRLH128F427FE5E","Hands in the Air","Joe Satriani","rock;metal"
"TRJSRDI128F428558E","I Don't Care If the Sun Don't Shine","Elvis Presley","rock;pop"
"TRJSYAQ128F428CCF0","Wing","Patti Smith","rock;female vocalists;alternative"
"TRJSNJV128F427C0A4","Emotions","Mariah Carey","pop;female vocalists;alternative"
"TRJSEXD128F423DBC4","Weird Fishes/Arpeggi","Radiohead","alternative;rock;indie;electronic;pop"
"TRJSLLG128F428CCBD","Gone Again","Patti Smith","rock;female vocalists;alternative;pop;metal"
"TRJSPWC128F1476F97","Meat Hook","The Cure","alternative;rock;indie;pop"
"TRJSUPC128F425E8B6","Ooh Ooh Baby","Britney Spears","pop;female vocalists;rock;electronic"
"TRJSVML128E07921B7","Break Me Shake Me","Enrique Iglesias","pop;rock;electronic"
"TRJFRYG128F147CD2E","The Caterpillar","The Cure","alternative;rock;indie;pop"
"TRJFYXJ128F932FE8C","Don't Let Me Be The Last To Know","Britney Spears","pop;female vocalists"
"TRJDSUY128F426AE9C","Dream On","Aerosmith","rock;alternative;metal;pop"
"TRJDFVK128F4279263","Hero","Enrique Iglesias","pop;alternative"
"TRJDWKM128E07817F1","Backdrifts","Radiohead","alternative;electronic;rock;indie"
"TRJDTZR128F42AA786","End Over End","Foo Fighters","rock;alternative;pop;metal"
"TRJDTBE128F4289421","For All the Cows","Foo Fighters","rock;alternative;pop;indie;metal"
"TRJEAEH12903CC0E20","Flying In A Blue Dream","Joe Satriani","rock;metal"
"TRJENGQ128E0793AC0","Next To You","The Police","rock;pop;indie"
"TRJLSYQ128F42801A5","One More Chance","Michael Jackson","pop;rock"
"TRJLLCS128F93280C7","Good Times, Bad Times","The Rolling Stones","rock;pop"
"TRJLWBA128F429C811","Break It Up","Patti Smith","female vocalists;rock;alternative"
"TRJLZXI128F146BA60","Pale Blue Eyes","The Velvet Underground","rock;alternative;indie;pop"
"TRJPIHZ128F4284E5D","Revenge","Patti Smith","rock;alternative;indie;female vocalists;pop"
"TRJPXJC128F427D0F5","Little T&A","The Rolling Stones","rock"
"TRJPBET128F9314C47","This Is It","Michael Jackson","pop"
"TRJWCEA128F4273174","Hero","Mariah Carey","pop;female vocalists"
"TRJWIFC128F147CD62","Torture","The Cure","alternative;rock;indie;pop"
"TRJWHST128F4289AB8","Don't Be Cruel","Elvis Presley","rock;pop"
"TRJWENX128F429D8C0","I Don't Know Why Aka Don't Know Why I Love You","The Rolling Stones","rock"
"TRJWQXV12903CE474E","Until We Say Goodbye","Joe Satriani","rock"
"TRJWUVR128F9305D81","No You Girls","Franz Ferdinand","indie;alternative;rock;pop;electronic"
"TRJZDMO128F9342BCD","Farewell My Summer Love","Michael Jackson","pop;rock"
"TRJZZCN128E07938C5","Burn","Nine Inch Nails","rock;metal;alternative;electronic"
"TRJZTMZ12903CF1FD6","Baby Let's Play House","Elvis Presley","rock;pop"
"TRJZUOZ128F4292F18","You Gave Me A Mountain","Elvis Presley","pop;rock"
"TRJGXVT128E078EDF0","Eat The Rich","Aerosmith","rock;alternative"
"TRJGRBQ128F92E9268","New Day","Joe Satriani","rock"
"TRJGRVJ128F92CA9D6","Friend Of A Friend","Foo Fighters","rock;alternative;pop;indie"
"TRJGFMM128F92F465D","Addicted","Enrique Iglesias","pop;alternative;electronic"
"TRJGDIA128F92E9225","Lords Of Karma","Joe Satriani","rock"
"TRJGGUG128E07822D2","Bones (Live At The Forum)","Radiohead","alternative;rock;indie"
"TRJTXNU128F92D7B7E","The Downward Spiral (The Bottom)","Nine Inch Nails","rock;electronic;alternative"
"TRJTXQW128F42BADA3","Satch Boogie","Joe Satriani","rock;metal;pop"
"TRJTSPP128F932FEF9","Stronger","Britney Spears","pop;female vocalists;rock;electronic"
"TRJTFEJ128F42933B1","Babelogue","Patti Smith","female vocalists;alternative;rock"
"TRJTZXR128F9328134","Back In Your Arms","Bruce Springsteen","rock;pop"
"TRJTTMZ128F930924B","Can't Make You Love Me","Britney Spears","pop;female vocalists;rock"
"TRJKPMI128F92CA9C5","Razor","Foo Fighters","rock;alternative;metal;indie"
"TRJQIRT128EF340509","L. Wells","Franz Ferdinand","rock;indie;alternative"
"TRJQPVU128F92E65E0","How Much","Mariah Carey","pop;female vocalists"
"TRJQQMK128F42595CD","Stranger in a Strange Land","U2","rock;alternative"
"TRJUIBH128E0793AF1","O My God","The Police","rock;pop;alternative;electronic"
"TRJUNOM128F42847B5","That's Someone You Never Forget","Elvis Presley","pop;rock"
"TRJULFQ128F429DD85","Walk To The Water","U2","rock;alternative"
"TRJUUOG128F4280312","Slow Train","Bob Dylan","rock"
"TRJVLXM128F42AD686","Black Or White","Michael Jackson","pop;rock;alternative"
"TRJVPVJ128F428940C","New Way Home","Foo Fighters","rock;alternative;metal;indie"
"TRJVZFI128F92E6CEC","Por Amarte","Enrique Iglesias","pop"
"TRJVUJL128C71968F1","Elvis Presley and America","U2","rock;pop;alternative"
"TRICHTV128F425F86D","Stories For Boys","U2","rock;alternative"
"TRICXAO128F9323F85","Femme Fatale","The Velvet Underground","rock;alternative;female vocalists;pop;indie"
"TRICAGH128F4273531","Until We Say Goodbye","Joe Satriani","rock"
"TRIJMKX128F4264C49","Flying In A Blue Dream","Joe Satriani","rock;metal"
"TRIJUVU12903CB745D","Obsessed","Mariah Carey","pop;female vocalists"
"TRIICRA128F9322BAF","Dead Flowers","The Rolling Stones","rock"
"TRIIXWS128E0791C7B","Mentiroso","Enrique Iglesias","pop"
"TRIIBVP128E0792750","She Be The One","Enrique Iglesias","pop"
"TRIINRC128F42A0A74","Childhood","Michael Jackson","pop"
"TRIIFIA128E07912F6","Closer","Nine Inch Nails","rock;alternative;electronic;metal;indie"
"TRIIVKC128F42BAE18","Circles","Joe Satriani","rock;metal"
"TRIHBCX128F92F3759","She Drives Me Wild","Michael Jackson","pop;rock;electronic"
"TRIHNGB128F426B04F","Human Touch","Bruce Springsteen","rock;pop"
"TRIHNHX128F42690A0","No More No More","Aerosmith","rock;metal"
"TRIHNQE128F42AC72C","Big Ten Inch Record","Aerosmith","rock;metal"
"TRIHFIX128F92C4793","E-Mail My Heart","Britney Spears","pop;female vocalists;rock"
"TRIHDNG128F933C11D","Truth Hits Everybody","The Police","rock;pop;alternative;female vocalists"
"TRIHTUU128F1492398","Invisible Sun","The Police","rock;pop;alternative"
"TRIHUIE128E0781212","Mofo","U2","rock;electronic;pop;alternative"
"TRIXCXT128EF351646","Survivalism","Nine Inch Nails","rock;alternative;electronic;metal"
"TRIXXNZ12903CA9B25","Free Spirit","Jimi Hendrix","rock"
"TRIXORX128F42886ED","If You Love Me (Let Me Know)","Elvis Presley","pop;rock"
"TRIXMPL128F4262784","Billie Jean","Michael Jackson","pop;rock;electronic;alternative"
"TRIXTWU128F4267303","Instant Karma","U2","rock;pop;alternative"
"TRIXVLS128E0791C20","Closer (Precursor)","Nine Inch Nails","rock;electronic;metal;alternative"
"TRIOCSI128F92DCDF7","The Hungry Ghost","The Cure","rock;indie;alternative;pop"
"TRIOBUE12903C9FFA7","Taste Of India","Aerosmith","rock"
"TRIOSRH128F92EC1DA","No Line On The Horizon","U2","rock;alternative;pop"
"TRIOUGL128F9310CA8","Lurgee","Radiohead","alternative;rock;indie;electronic"
"TRIMJQY128F9322A5A","Ruby Tuesday","The Rolling Stones","rock;pop"
"TRIMRMP128E0781223","Walk To The Water","U2","rock;alternative"
"TRIMKWR128F932FE89","Walk On By","Britney Spears","pop"
"TRIRIYU128C71968EA","The Unforgettable Fire","U2","rock;alternative;pop"
"TRIRXIZ128F426728F","Blowin' In The Wind","Bob Dylan","rock;pop;indie"
"TRIRDZM128F426AE26","Across The Border","Bruce Springsteen","rock"
"TRIRUHX128F92D5DC7","Trans-Atlantic Drawl","Radiohead","alternative;rock;electronic"
"TRIYBGY12903CCC74C","Lullaby For The Summer","Jimi Hendrix","rock"
"TRIYEMP128F4265764","Home","Joe Satriani","rock"
"TRIAJUZ128F42787CC","Paradise","Bruce Springsteen","rock"
"TRIAHCS128F9314FB3","Queen Of The Supermarket","Bruce Springsteen","rock;pop"
"TRIALFK128F42595D0","Gloria","U2","rock;alternative;pop"
"TRIAZSI128F4284391","Streets Of Fire","Bruce Springsteen","rock"
"TRIATGE128F147CD50","Push","The Cure","rock;alternative"
"TRIBHDJ128F92E6CEE","Enamorado Por Primera Vez","Enrique Iglesias","pop"
"TRIBHIF128F9314448","Last Child","Aerosmith","rock;pop;alternative"
"TRIBBAM128F426375A","Smile","Michael Jackson","pop"
"TRIBFJN128F4269C57","Walk This Way","Aerosmith","rock;pop;metal"
"TRIBGEV128F9314FD9","Womanizer","Britney Spears","pop;female vocalists;electronic"
"TRIBKBI128F4264E94","Avant Garden","Aerosmith","rock;metal"
"TRIBUUE128F932800B","Off The Hook","The Rolling Stones","rock"
"TRINXSC128F428A164","Hole In My Life","The Police","rock;pop;alternative"
"TRINFWN128F9320971","Ulysses","Franz Ferdinand","indie;alternative;rock;electronic"
"TRINFTY128F429361A","Headwires","Foo Fighters","rock;alternative;pop;indie"
"TRINDZT128F426EF0D","I Don't Believe You (She Acts Like We Never Have Met)","Bob Dylan","rock"
"TRINLAF128E0781F9D","Jumpin' Jack Flash","The Rolling Stones","rock;pop"
"TRINTZF12903CC175E","Message To Love","Jimi Hendrix","rock;alternative;pop"
"TRINUVP128E0792AA5","First Fuck","Nine Inch Nails","alternative"
"TRINUNT128F9342A8E","Lucid Dreams","Franz Ferdinand","indie;rock;alternative;electronic"
"TRINVUW128F92C2EF7","Who Is It","Michael Jackson","pop;rock"
"TRISJTZ128E0785EB8","I Only Wanted","Mariah Carey","female vocalists;pop"
"TRISYYV128F932E74E","I Might Be Wrong","Radiohead","alternative;rock;indie;electronic;pop"
"TRISSCK128E07817F3","Where I End And You Begin","Radiohead","alternative;rock;indie;electronic"
"TRISEUK12903CC0E15","Diddle-Y-A-Doo-Dat","Joe Satriani","rock"
"TRISLAQ128F42595E1","Tomorrow","U2","rock;alternative;pop"
"TRISTTM128EF349FE3","Survivalism","Nine Inch Nails","rock;alternative;electronic;metal"
"TRIFIGH128F4283C1D","Who Is It","Michael Jackson","pop;rock"
"TRIFTVH128F92D306F","Thunder Road","Bruce Springsteen","rock;pop"
"TRIDJLY128F93160C1","The Good Soldier","Nine Inch Nails","rock;electronic;alternative;pop"
"TRIDOQH128E0788E8A","Right Where It Belongs","Nine Inch Nails","rock;alternative;electronic;metal;indie"
"TRIDAMT128F428D0DB","Distant Fingers","Patti Smith","rock;female vocalists;alternative"
"TRIDBNO128F428CCD6","Redondo Beach","Patti Smith","female vocalists;rock;alternative"
"TRIDEBC128F422618E","Little Ivey","Jimi Hendrix","rock"
"TRIDPWO128F423DBC6","Faust Arp","Radiohead","alternative;rock;indie;electronic"
"TRIDZST128E079433E","Dude (Looks Like A Lady)","Aerosmith","rock;metal"
"TRIDQQK128E07938C1","Rock n Roll Nigger","Patti Smith","rock;female vocalists;alternative;indie"
"TRIEAFF128F92E3C10","No Expectations","The Rolling Stones","rock;pop"
"TRIESFE128F92EA126","Down Along The Cove","Bob Dylan","rock"
"TRIEEMU128F4263AF8","Break It Up","Patti Smith","female vocalists;rock;alternative"
"TRILBSN128F427A1B0","Bliss","Mariah Carey","female vocalists;pop"
"TRIPLMZ128F427FE63","Just Look Up","Joe Satriani","rock;pop"
